,county,fips,Neighbors,Neighbor Code
1134,"Green County, KY",21087,"Adair County, KY, Green County, KY, Hart County, KY, Larue County, KY, Metcalfe County, KY, Taylor County, KY","21001, 21087, 21099, 21123, 21169, 21217"
1135,"Green County, WI",55045,"Stephenson County, IL, Winnebago County, IL, Dane County, WI, Green County, WI, Iowa County, WI, Lafayette County, WI, Rock County, WI","17177, 17201, 55025, 55045, 55049, 55065, 55105"
1136,"Green Lake County, WI",55047,"Columbia County, WI, Dodge County, WI, Fond du Lac County, WI, Green Lake County, WI, Marquette County, WI, Waushara County, WI, Winnebago County, WI","55021, 55027, 55039, 55047, 55077, 55137, 55139"
1137,"Greenbrier County, WV",54025,"Alleghany County, VA, Bath County, VA, Fayette County, WV, Greenbrier County, WV, Monroe County, WV, Nicholas County, WV, Pocahontas County, WV, Summers County, WV, Webster County, WV","51005, 51017, 54019, 54025, 54063, 54067, 54075, 54089, 54101"
1138,"Greene County, AL",01063,"Greene County, AL, Hale County, AL, Marengo County, AL, Pickens County, AL, Sumter County, AL, Tuscaloosa County, AL","01063, 01065, 01091, 01107, 01119, 01125"
1139,"Greene County, AR",05055,"Clay County, AR, Craighead County, AR, Greene County, AR, Lawrence County, AR, Randolph County, AR, Dunklin County, MO","05021, 05031, 05055, 05075, 05121, 29069"
1140,"Greene County, GA",13133,"Greene County, GA, Hancock County, GA, Morgan County, GA, Oconee County, GA, Oglethorpe County, GA, Putnam County, GA, Taliaferro County, GA","13133, 13141, 13211, 13219, 13221, 13237, 13265"
1141,"Greene County, IA",19073,"Boone County, IA, Calhoun County, IA, Carroll County, IA, Dallas County, IA, Greene County, IA, Guthrie County, IA, Webster County, IA","19015, 19025, 19027, 19049, 19073, 19077, 19187"
1142,"Greene County, IL",17061,"Calhoun County, IL, Greene County, IL, Jersey County, IL, Macoupin County, IL, Morgan County, IL, Pike County, IL, Scott County, IL","17013, 17061, 17083, 17117, 17137, 17149, 17171"
1143,"Greene County, IN",18055,"Clay County, IN, Daviess County, IN, Greene County, IN, Knox County, IN, Lawrence County, IN, Martin County, IN, Monroe County, IN, Owen County, IN, Sullivan County, IN","18021, 18027, 18055, 18083, 18093, 18101, 18105, 18119, 18153"
1144,"Greene County, MO",29077,"Christian County, MO, Dade County, MO, Dallas County, MO, Greene County, MO, Lawrence County, MO, Polk County, MO, Webster County, MO","29043, 29057, 29059, 29077, 29109, 29167, 29225"
1145,"Greene County, MS",28041,"Mobile County, AL, Washington County, AL, George County, MS, Greene County, MS, Perry County, MS, Wayne County, MS","01097, 01129, 28039, 28041, 28111, 28153"
1146,"Greene County, NC",37079,"Greene County, NC, Lenoir County, NC, Pitt County, NC, Wayne County, NC, Wilson County, NC","37079, 37107, 37147, 37191, 37195"
1147,"Greene County, NY",36039,"Albany County, NY, Columbia County, NY, Delaware County, NY, Greene County, NY, Rensselaer County, NY, Schoharie County, NY, Ulster County, NY","36001, 36021, 36025, 36039, 36083, 36095, 36111"
1148,"Greene County, OH",39057,"Clark County, OH, Clinton County, OH, Fayette County, OH, Greene County, OH, Madison County, OH, Montgomery County, OH, Warren County, OH","39023, 39027, 39047, 39057, 39097, 39113, 39165"
1149,"Greene County, PA",42059,"Fayette County, PA, Greene County, PA, Washington County, PA, Marshall County, WV, Monongalia County, WV, Wetzel County, WV","42051, 42059, 42125, 54051, 54061, 54103"
1150,"Greene County, TN",47059,"Madison County, NC, Cocke County, TN, Greene County, TN, Hamblen County, TN, Hawkins County, TN, Unicoi County, TN, Washington County, TN","37115, 47029, 47059, 47063, 47073, 47171, 47179"
1151,"Greene County, VA",51079,"Albemarle County, VA, Greene County, VA, Madison County, VA, Orange County, VA, Page County, VA, Rockingham County, VA","51003, 51079, 51113, 51137, 51139, 51165"
1152,"Greenlee County, AZ",04011,"Apache County, AZ, Cochise County, AZ, Graham County, AZ, Greenlee County, AZ, Catron County, NM, Grant County, NM, Hidalgo County, NM","04001, 04003, 04009, 04011, 35003, 35017, 35023"
1153,"Greensville County, VA",51081,"Northampton County, NC, Brunswick County, VA, Dinwiddie County, VA, Greensville County, VA, Southampton County, VA, Sussex County, VA, Emporia city, VA","37131, 51025, 51053, 51081, 51175, 51183, 51595"
1154,"Greenup County, KY",21089,"Boyd County, KY, Carter County, KY, Greenup County, KY, Lewis County, KY, Lawrence County, OH, Scioto County, OH","21019, 21043, 21089, 21135, 39087, 39145"
1155,"Greenville County, SC",45045,"Henderson County, NC, Polk County, NC, Transylvania County, NC, Abbeville County, SC, Anderson County, SC, Greenville County, SC, Laurens County, SC, Pickens County, SC, Spartanburg County, SC","37089, 37149, 37175, 45001, 45007, 45045, 45059, 45077, 45083"
1156,"Greenwood County, KS",20073,"Butler County, KS, Chase County, KS, Coffey County, KS, Elk County, KS, Greenwood County, KS, Lyon County, KS, Wilson County, KS, Woodson County, KS","20015, 20017, 20031, 20049, 20073, 20111, 20205, 20207"
1157,"Greenwood County, SC",45047,"Abbeville County, SC, Edgefield County, SC, Greenwood County, SC, Laurens County, SC, McCormick County, SC, Newberry County, SC, Saluda County, SC","45001, 45037, 45047, 45059, 45065, 45071, 45081"
1158,"Greer County, OK",40055,"Beckham County, OK, Greer County, OK, Harmon County, OK, Jackson County, OK, Kiowa County, OK","40009, 40055, 40057, 40065, 40075"
1159,"Gregg County, TX",48183,"Gregg County, TX, Harrison County, TX, Rusk County, TX, Smith County, TX, Upshur County, TX","48183, 48203, 48401, 48423, 48459"
1160,"Gregory County, SD",46053,"Boyd County, NE, Keya Paha County, NE, Charles Mix County, SD, Gregory County, SD, Lyman County, SD, Tripp County, SD","31015, 31103, 46023, 46053, 46085, 46123"
1161,"Grenada County, MS",28043,"Calhoun County, MS, Carroll County, MS, Grenada County, MS, Leflore County, MS, Montgomery County, MS, Tallahatchie County, MS, Webster County, MS, Yalobusha County, MS","28013, 28015, 28043, 28083, 28097, 28135, 28155, 28161"
1162,"Griggs County, ND",38039,"Barnes County, ND, Eddy County, ND, Foster County, ND, Griggs County, ND, Nelson County, ND, Steele County, ND, Stutsman County, ND","38003, 38027, 38031, 38039, 38063, 38091, 38093"
1163,"Grimes County, TX",48185,"Brazos County, TX, Grimes County, TX, Madison County, TX, Montgomery County, TX, Walker County, TX, Waller County, TX, Washington County, TX","48041, 48185, 48313, 48339, 48471, 48473, 48477"
1164,"Grundy County, IA",19075,"Black Hawk County, IA, Butler County, IA, Franklin County, IA, Grundy County, IA, Hardin County, IA, Marshall County, IA, Tama County, IA","19013, 19023, 19069, 19075, 19083, 19127, 19171"
1165,"Grundy County, IL",17063,"Grundy County, IL, Kankakee County, IL, Kendall County, IL, LaSalle County, IL, Livingston County, IL, Will County, IL","17063, 17091, 17093, 17099, 17105, 17197"
1166,"Grundy County, MO",29079,"Daviess County, MO, Grundy County, MO, Harrison County, MO, Linn County, MO, Livingston County, MO, Mercer County, MO, Sullivan County, MO","29061, 29079, 29081, 29115, 29117, 29129, 29211"
1167,"Grundy County, TN",47061,"Coffee County, TN, Franklin County, TN, Grundy County, TN, Marion County, TN, Sequatchie County, TN, Warren County, TN","47031, 47051, 47061, 47115, 47153, 47177"
1168,"Guadalupe County, NM",35019,"De Baca County, NM, Guadalupe County, NM, Lincoln County, NM, Quay County, NM, San Miguel County, NM, Torrance County, NM","35011, 35019, 35027, 35037, 35047, 35057"
1169,"Guadalupe County, TX",48187,"Bexar County, TX, Caldwell County, TX, Comal County, TX, Gonzales County, TX, Guadalupe County, TX, Hays County, TX, Wilson County, TX","48029, 48055, 48091, 48177, 48187, 48209, 48493"
1170,"Guam, GU",66010,"Guam, GU",66010
1171,"Guayama Municipio, PR",72057,"Arroyo Municipio, PR, Cayey Municipio, PR, Guayama Municipio, PR, Patillas Municipio, PR, Salinas Municipio, PR","72015, 72035, 72057, 72109, 72123"
1172,"Guayanilla Municipio, PR",72059,"Adjuntas Municipio, PR, Guánica Municipio, PR, Guayanilla Municipio, PR, Peñuelas Municipio, PR, Yauco Municipio, PR","72001, 72055, 72059, 72111, 72153"
1173,"Guaynabo Municipio, PR",72061,"Aguas Buenas Municipio, PR, Bayamón Municipio, PR, Cataño Municipio, PR, Guaynabo Municipio, PR, San Juan Municipio, PR","72007, 72021, 72033, 72061, 72127"
1174,"Guernsey County, OH",39059,"Belmont County, OH, Coshocton County, OH, Guernsey County, OH, Harrison County, OH, Muskingum County, OH, Noble County, OH, Tuscarawas County, OH","39013, 39031, 39059, 39067, 39119, 39121, 39157"
1175,"Guilford County, NC",37081,"Alamance County, NC, Davidson County, NC, Forsyth County, NC, Guilford County, NC, Randolph County, NC, Rockingham County, NC, Stokes County, NC","37001, 37057, 37067, 37081, 37151, 37157, 37169"
1176,"Gulf County, FL",12045,"Bay County, FL, Calhoun County, FL, Franklin County, FL, Gulf County, FL, Liberty County, FL","12005, 12013, 12037, 12045, 12077"
1177,"Gunnison County, CO",08051,"Chaffee County, CO, Delta County, CO, Gunnison County, CO, Hinsdale County, CO, Mesa County, CO, Montrose County, CO, Ouray County, CO, Pitkin County, CO, Saguache County, CO","08015, 08029, 08051, 08053, 08077, 08085, 08091, 08097, 08109"
1178,"Gurabo Municipio, PR",72063,"Caguas Municipio, PR, Canóvanas Municipio, PR, Carolina Municipio, PR, Gurabo Municipio, PR, Juncos Municipio, PR, San Lorenzo Municipio, PR, Trujillo Alto Municipio, PR","72025, 72029, 72031, 72063, 72077, 72129, 72139"
1179,"Guthrie County, IA",19077,"Adair County, IA, Audubon County, IA, Carroll County, IA, Cass County, IA, Dallas County, IA, Greene County, IA, Guthrie County, IA, Madison County, IA","19001, 19009, 19027, 19029, 19049, 19073, 19077, 19121"
1180,"Guánica Municipio, PR",72055,"Guánica Municipio, PR, Guayanilla Municipio, PR, Lajas Municipio, PR, Sabana Grande Municipio, PR, Yauco Municipio, PR","72055, 72059, 72079, 72121, 72153"
1181,"Gwinnett County, GA",13135,"Barrow County, GA, DeKalb County, GA, Forsyth County, GA, Fulton County, GA, Gwinnett County, GA, Hall County, GA, Jackson County, GA, Rockdale County, GA, Walton County, GA","13013, 13089, 13117, 13121, 13135, 13139, 13157, 13247, 13297"
1182,"Haakon County, SD",46055,"Dewey County, SD, Haakon County, SD, Jackson County, SD, Jones County, SD, Meade County, SD, Pennington County, SD, Stanley County, SD, Ziebach County, SD","46041, 46055, 46071, 46075, 46093, 46103, 46117, 46137"
1183,"Habersham County, GA",13137,"Banks County, GA, Habersham County, GA, Hall County, GA, Rabun County, GA, Stephens County, GA, Towns County, GA, White County, GA, Oconee County, SC","13011, 13137, 13139, 13241, 13257, 13281, 13311, 45073"
1184,"Haines Borough, AK",02100,"Haines Borough, AK, Hoonah-Angoon Census Area, AK, Juneau City and Borough, AK, Skagway Municipality, AK","02100, 02105, 02110, 02230"
1185,"Hale County, AL",01065,"Bibb County, AL, Greene County, AL, Hale County, AL, Marengo County, AL, Perry County, AL, Tuscaloosa County, AL","01007, 01063, 01065, 01091, 01105, 01125"
1186,"Hale County, TX",48189,"Castro County, TX, Crosby County, TX, Floyd County, TX, Hale County, TX, Hockley County, TX, Lamb County, TX, Lubbock County, TX, Swisher County, TX","48069, 48107, 48153, 48189, 48219, 48279, 48303, 48437"
1187,"Halifax County, NC",37083,"Bertie County, NC, Edgecombe County, NC, Franklin County, NC, Halifax County, NC, Martin County, NC, Nash County, NC, Northampton County, NC, Warren County, NC","37015, 37065, 37069, 37083, 37117, 37127, 37131, 37185"
1188,"Halifax County, VA",51083,"Caswell County, NC, Granville County, NC, Person County, NC, Campbell County, VA, Charlotte County, VA, Halifax County, VA, Mecklenburg County, VA, Pittsylvania County, VA","37033, 37077, 37145, 51031, 51037, 51083, 51117, 51143"
1189,"Hall County, GA",13139,"Banks County, GA, Barrow County, GA, Dawson County, GA, Forsyth County, GA, Gwinnett County, GA, Habersham County, GA, Hall County, GA, Jackson County, GA, Lumpkin County, GA, White County, GA","13011, 13013, 13085, 13117, 13135, 13137, 13139, 13157, 13187, 13311"
1190,"Hall County, NE",31079,"Adams County, NE, Buffalo County, NE, Hall County, NE, Hamilton County, NE, Howard County, NE, Merrick County, NE","31001, 31019, 31079, 31081, 31093, 31121"
1191,"Hall County, TX",48191,"Briscoe County, TX, Childress County, TX, Collingsworth County, TX, Cottle County, TX, Donley County, TX, Hall County, TX, Motley County, TX","48045, 48075, 48087, 48101, 48129, 48191, 48345"
1192,"Hamblen County, TN",47063,"Cocke County, TN, Grainger County, TN, Greene County, TN, Hamblen County, TN, Hawkins County, TN, Jefferson County, TN","47029, 47057, 47059, 47063, 47073, 47089"
1193,"Hamilton County, FL",12047,"Columbia County, FL, Hamilton County, FL, Madison County, FL, Suwannee County, FL, Brooks County, GA, Echols County, GA, Lowndes County, GA","12023, 12047, 12079, 12121, 13027, 13101, 13185"
1194,"Hamilton County, IA",19079,"Boone County, IA, Franklin County, IA, Hamilton County, IA, Hardin County, IA, Story County, IA, Webster County, IA, Wright County, IA","19015, 19069, 19079, 19083, 19169, 19187, 19197"
1195,"Hamilton County, IL",17065,"Franklin County, IL, Gallatin County, IL, Hamilton County, IL, Jefferson County, IL, Saline County, IL, Wayne County, IL, White County, IL","17055, 17059, 17065, 17081, 17165, 17191, 17193"
1196,"Hamilton County, IN",18057,"Boone County, IN, Clinton County, IN, Hamilton County, IN, Hancock County, IN, Madison County, IN, Marion County, IN, Tipton County, IN","18011, 18023, 18057, 18059, 18095, 18097, 18159"
1197,"Hamilton County, KS",20075,"Prowers County, CO, Grant County, KS, Greeley County, KS, Hamilton County, KS, Kearny County, KS, Stanton County, KS, Wichita County, KS","08099, 20067, 20071, 20075, 20093, 20187, 20203"
1198,"Hamilton County, NE",31081,"Adams County, NE, Clay County, NE, Hall County, NE, Hamilton County, NE, Merrick County, NE, Polk County, NE, York County, NE","31001, 31035, 31079, 31081, 31121, 31143, 31185"
1199,"Hamilton County, NY",36041,"Essex County, NY, Franklin County, NY, Fulton County, NY, Hamilton County, NY, Herkimer County, NY, St. Lawrence County, NY, Saratoga County, NY, Warren County, NY","36031, 36033, 36035, 36041, 36043, 36089, 36091, 36113"
1200,"Hamilton County, OH",39061,"Dearborn County, IN, Franklin County, IN, Boone County, KY, Campbell County, KY, Kenton County, KY, Butler County, OH, Clermont County, OH, Hamilton County, OH, Warren County, OH","18029, 18047, 21015, 21037, 21117, 39017, 39025, 39061, 39165"
1201,"Hamilton County, TN",47065,"Catoosa County, GA, Dade County, GA, Walker County, GA, Whitfield County, GA, Bledsoe County, TN, Bradley County, TN, Hamilton County, TN, Marion County, TN, Meigs County, TN, Rhea County, TN, Sequatchie County, TN","13047, 13083, 13295, 13313, 47007, 47011, 47065, 47115, 47121, 47143, 47153"
1202,"Hamilton County, TX",48193,"Bosque County, TX, Comanche County, TX, Coryell County, TX, Erath County, TX, Hamilton County, TX, Lampasas County, TX, Mills County, TX","48035, 48093, 48099, 48143, 48193, 48281, 48333"
1203,"Hamlin County, SD",46057,"Brookings County, SD, Clark County, SD, Codington County, SD, Deuel County, SD, Hamlin County, SD, Kingsbury County, SD","46011, 46025, 46029, 46039, 46057, 46077"
1204,"Hampden County, MA",25013,"Hartford County, CT, Litchfield County, CT, Tolland County, CT, Berkshire County, MA, Hampden County, MA, Hampshire County, MA, Worcester County, MA","09003, 09005, 09013, 25003, 25013, 25015, 25027"
1205,"Hampshire County, MA",25015,"Berkshire County, MA, Franklin County, MA, Hampden County, MA, Hampshire County, MA, Worcester County, MA","25003, 25011, 25013, 25015, 25027"
1206,"Hampshire County, WV",54027,"Allegany County, MD, Frederick County, VA, Grant County, WV, Hampshire County, WV, Hardy County, WV, Mineral County, WV, Morgan County, WV","24001, 51069, 54023, 54027, 54031, 54057, 54065"
1207,"Hampton County, SC",45049,"Effingham County, GA, Screven County, GA, Allendale County, SC, Bamberg County, SC, Beaufort County, SC, Colleton County, SC, Hampton County, SC, Jasper County, SC","13103, 13251, 45005, 45009, 45013, 45029, 45049, 45053"
1208,"Hampton city, VA",51650,"Northampton County, VA, York County, VA, Hampton city, VA, Newport News city, VA, Norfolk city, VA, Poquoson city, VA, Portsmouth city, VA, Virginia Beach city, VA","51131, 51199, 51650, 51700, 51710, 51735, 51740, 51810"
1209,"Hancock County, GA",13141,"Baldwin County, GA, Glascock County, GA, Greene County, GA, Hancock County, GA, Putnam County, GA, Taliaferro County, GA, Warren County, GA, Washington County, GA","13009, 13125, 13133, 13141, 13237, 13265, 13301, 13303"
