,county,fips,Neighbors,Neighbor Code
2694,"Skamania County, WA",53059,"Hood River County, OR, Multnomah County, OR, Clark County, WA, Cowlitz County, WA, Klickitat County, WA, Lewis County, WA, Skamania County, WA, Yakima County, WA","41027, 41051, 53011, 53015, 53039, 53041, 53059, 53077"
2695,"Slope County, ND",38087,"Fallon County, MT, Adams County, ND, Billings County, ND, Bowman County, ND, Golden Valley County, ND, Hettinger County, ND, Slope County, ND, Stark County, ND","30025, 38001, 38007, 38011, 38033, 38041, 38087, 38089"
2696,"Smith County, KS",20183,"Jewell County, KS, Osborne County, KS, Phillips County, KS, Rooks County, KS, Smith County, KS, Franklin County, NE, Webster County, NE","20089, 20141, 20147, 20163, 20183, 31061, 31181"
2697,"Smith County, MS",28129,"Covington County, MS, Jasper County, MS, Jones County, MS, Newton County, MS, Rankin County, MS, Scott County, MS, Simpson County, MS, Smith County, MS","28031, 28061, 28067, 28101, 28121, 28123, 28127, 28129"
2698,"Smith County, TN",47159,"DeKalb County, TN, Jackson County, TN, Macon County, TN, Putnam County, TN, Smith County, TN, Trousdale County, TN, Wilson County, TN","47041, 47087, 47111, 47141, 47159, 47169, 47189"
2699,"Smith County, TX",48423,"Cherokee County, TX, Gregg County, TX, Henderson County, TX, Rusk County, TX, Smith County, TX, Upshur County, TX, Van Zandt County, TX, Wood County, TX","48073, 48183, 48213, 48401, 48423, 48459, 48467, 48499"
2700,"Smyth County, VA",51173,"Bland County, VA, Grayson County, VA, Russell County, VA, Smyth County, VA, Tazewell County, VA, Washington County, VA, Wythe County, VA","51021, 51077, 51167, 51173, 51185, 51191, 51197"
2701,"Snohomish County, WA",53061,"Chelan County, WA, Island County, WA, King County, WA, Kitsap County, WA, Skagit County, WA, Snohomish County, WA","53007, 53029, 53033, 53035, 53057, 53061"
2702,"Snyder County, PA",42109,"Juniata County, PA, Mifflin County, PA, Northumberland County, PA, Snyder County, PA, Union County, PA","42067, 42087, 42097, 42109, 42119"
2703,"Socorro County, NM",35053,"Catron County, NM, Cibola County, NM, Lincoln County, NM, Sierra County, NM, Socorro County, NM, Torrance County, NM, Valencia County, NM","35003, 35006, 35027, 35051, 35053, 35057, 35061"
2704,"Solano County, CA",06095,"Contra Costa County, CA, Marin County, CA, Napa County, CA, Sacramento County, CA, Solano County, CA, Sonoma County, CA, Yolo County, CA","06013, 06041, 06055, 06067, 06095, 06097, 06113"
2705,"Somerset County, MD",24039,"Dorchester County, MD, St. Mary's County, MD, Somerset County, MD, Wicomico County, MD, Worcester County, MD, Accomack County, VA, Northumberland County, VA","24019, 24037, 24039, 24045, 24047, 51001, 51133"
2706,"Somerset County, ME",23025,"Aroostook County, ME, Franklin County, ME, Kennebec County, ME, Penobscot County, ME, Piscataquis County, ME, Somerset County, ME, Waldo County, ME","23003, 23007, 23011, 23019, 23021, 23025, 23027"
